age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,choc
0,Female,5,Canada,Mixed-Black/Asian,23,44,44,38,39,5
3,Female,0,Canada,Mixed-Black/Asian,45,39,45,42,44,6
0,Male,1,Canada,Mixed-Black/Asian,37,50,57,51,42,6
3,Male,5,Canada,Mixed-Black/Asian,53,33,56,43,39,6
2,Female,0,Canada,Mixed-White/Asian,49,39,44,41,37,2
1,Female,5,Canada,Mixed-Black/Asian,29,41,50,44,40,6
2,Male,3,UK,Mixed-Black/Asian,22,45,51,45,46,6
3,Female,0,Canada,Mixed-Black/Asian,46,30,49,49,31,6
2,Male,4,Australia,Mixed-Black/Asian,31,29,48,44,29,6
1,Male,5,Canada,Mixed-Black/Asian,37,47,39,46,40,6
2,Female,4,Canada,Mixed-Black/Asian,36,39,51,44,39,5
2,Male,4,Canada,Mixed-Black/Asian,20,42,38,42,37,4
0,Female,0,Canada,Mixed-Black/Asian,30,32,42,29,56,6
0,Female,4,Canada,Mixed-Black/Asian,35,35,48,28,32,5
1,Female,4,Canada,Mixed-Black/Asian,28,46,47,36,37,4
1,Male,0,Canada,Mixed-Black/Asian,39,40,53,40,45,5
1,Female,5,Canada,Mixed-Black/Asian,42,41,45,41,43,6
0,Female,0,Canada,Mixed-Black/Asian,39,45,46,37,49,4
1,Female,4,Canada,Mixed-Black/Asian,39,27,36,41,39,6
2,Female,3,Canada,Mixed-Black/Asian,28,39,46,54,37,6
2,Male,5,Canada,Mixed-White/Black,26,45,41,51,48,6
3,Male,0,UK,Mixed-Black/Asian,41,40,56,49,42,6
2,Female,5,Canada,Mixed-Black/Asian,32,38,47,41,29,5
3,Female,0,Canada,Mixed-Black/Asian,38,40,44,42,42,4
2,Female,5,Australia,Mixed-Black/Asian,42,34,45,34,41,5
1,Male,0,Canada,Mixed-Black/Asian,27,39,31,45,47,6
1,Female,1,Canada,Mixed-Black/Asian,38,33,36,38,40,6
1,Male,0,Canada,Mixed-Black/Asian,36,42,39,49,34,5
1,Female,5,Canada,Mixed-Black/Asian,33,38,34,45,43,5
3,Male,0,Canada,Mixed-Black/Asian,38,52,38,51,41,4
0,Male,5,Canada,Mixed-Black/Asian,34,46,35,56,52,6
1,Male,5,Canada,Mixed-Black/Asian,36,43,38,47,53,6
4,Female,4,UK,Mixed-Black/Asian,29,38,53,54,47,5
3,Female,0,Canada,Mixed-Black/Asian,23,43,48,37,45,4
1,Male,5,UK,Mixed-Black/Asian,59,37,40,31,26,6
0,Male,4,UK,Mixed-Black/Asian,49,38,48,42,28,6
2,Male,5,Canada,Mixed-Black/Asian,31,43,42,48,53,6
0,Male,4,Canada,Mixed-Black/Asian,29,49,31,43,46,6
1,Male,2,Canada,Mixed-Black/Asian,27,40,48,42,42,6
2,Female,0,Canada,Mixed-Black/Asian,40,44,41,38,40,6
3,Male,3,Canada,Mixed-Black/Asian,31,45,50,44,47,6
3,Male,5,Canada,Mixed-Black/Asian,46,33,42,37,45,5
1,Male,5,Canada,Mixed-Black/Asian,38,32,49,58,37,5
1,Female,2,Canada,Mixed-Black/Asian,36,39,40,38,33,6
0,Male,4,Canada,Mixed-Black/Asian,47,49,53,31,35,5
0,Female,5,Canada,Mixed-Black/Asian,32,44,49,41,47,6
0,Male,5,Canada,Mixed-Black/Asian,43,39,40,47,34,4
0,Male,2,Canada,Mixed-Black/Asian,25,45,40,42,47,5
2,Male,5,Canada,Mixed-Black/Asian,34,39,47,44,48,6
1,Female,5,Canada,Mixed-Black/Asian,48,27,44,44,45,5
3,Female,0,Canada,Mixed-Black/Asian,34,36,52,38,40,6
0,Male,5,Canada,Mixed-Black/Asian,44,34,51,38,22,5
2,Female,5,Canada,Mixed-Black/Asian,51,37,48,28,37,6
2,Male,2,Canada,Mixed-Black/Asian,31,36,47,47,47,6
0,Male,5,Canada,Mixed-Black/Asian,42,40,47,47,43,6
1,Female,2,Canada,Mixed-Black/Asian,45,48,57,26,39,6
0,Male,5,Canada,Mixed-Black/Asian,48,30,54,31,44,6
0,Female,4,Canada,Mixed-Black/Asian,50,30,28,54,32,4
2,Female,4,Canada,Mixed-Black/Asian,44,43,55,44,24,6
3,Female,0,Canada,Mixed-Black/Asian,46,33,42,52,32,3
0,Male,5,Canada,Mixed-Black/Asian,39,34,53,48,48,5
0,Male,2,Canada,Mixed-Black/Asian,49,32,46,40,39,6
0,Male,5,Canada,Black,39,44,53,50,40,5
3,Female,5,Canada,Mixed-Black/Asian,38,40,54,43,51,5
2,Female,5,Canada,Mixed-Black/Asian,35,41,41,41,43,6
1,Female,5,Canada,Mixed-Black/Asian,25,51,55,48,42,5
3,Male,0,UK,Mixed-Black/Asian,59,28,36,53,26,6
0,Male,5,Canada,Mixed-Black/Asian,37,45,48,42,47,6
0,Female,2,Canada,Other,27,55,53,50,55,5
0,Male,1,Canada,Mixed-Black/Asian,39,40,45,51,42,5
2,Male,4,UK,Mixed-Black/Asian,49,40,43,38,38,5
4,Male,5,Canada,Mixed-White/Black,33,46,47,42,45,5
3,Male,5,UK,Mixed-Black/Asian,25,46,43,48,48,4
2,Female,5,Canada,Mixed-Black/Asian,52,33,50,31,39,3
2,Male,3,Canada,Mixed-Black/Asian,50,35,41,35,32,5
1,Male,5,Canada,Mixed-Black/Asian,40,45,44,49,46,6
1,Male,2,USA,Mixed-Black/Asian,40,37,55,52,44,5
0,Female,4,UK,Mixed-Black/Asian,47,34,45,34,37,4
2,Male,5,USA,Mixed-Black/Asian,46,41,48,42,46,5
2,Female,4,Canada,Mixed-Black/Asian,29,39,48,44,52,2
1,Male,5,Canada,Mixed-Black/Asian,48,43,55,45,48,5
2,Male,0,Canada,Mixed-Black/Asian,30,46,42,48,40,6
3,Male,0,Canada,Mixed-Black/Asian,31,42,35,50,36,5
1,Female,0,Australia,Mixed-Black/Asian,50,28,53,38,31,4
2,Male,0,UK,Mixed-Black/Asian,53,27,54,36,44,6
1,Female,0,Canada,Mixed-Black/Asian,40,30,47,48,39,6
0,Female,1,Canada,Mixed-Black/Asian,54,30,48,30,29,4
0,Female,4,Canada,Mixed-Black/Asian,26,47,52,34,31,5
3,Male,3,Canada,Mixed-Black/Asian,42,45,49,41,36,5
0,Female,0,Canada,Mixed-Black/Asian,27,43,49,47,42,4
0,Female,3,Canada,Mixed-Black/Asian,41,36,52,43,44,5
0,Female,4,Canada,Mixed-Black/Asian,43,28,52,35,29,5
0,Female,3,Australia,Mixed-White/Asian,25,37,49,47,43,5
4,Female,4,UK,Mixed-Black/Asian,28,41,50,47,48,6
1,Female,2,Canada,Mixed-Black/Asian,36,48,60,39,42,6
1,Female,0,Australia,Mixed-Black/Asian,35,36,52,46,36,5
4,Male,4,Canada,Mixed-Black/Asian,49,35,55,42,27,6
2,Male,3,Republic of Ireland,Mixed-Black/Asian,36,43,40,38,49,6
1,Male,3,Canada,Mixed-Black/Asian,30,39,36,43,39,5
0,Female,4,UK,Mixed-Black/Asian,22,44,44,39,40,6
4,Male,3,New Zealand,Mixed-Black/Asian,36,38,44,38,46,4
2,Female,0,Canada,Mixed-Black/Asian,35,40,44,43,45,5
3,Female,3,Australia,Mixed-Black/Asian,40,43,48,36,33,6
2,Female,5,Canada,Mixed-Black/Asian,31,44,52,38,46,5
1,Female,5,Canada,Mixed-Black/Asian,37,38,39,34,42,6
2,Female,0,Canada,Mixed-Black/Asian,50,32,38,31,36,6
2,Male,2,Australia,Mixed-Black/Asian,26,47,44,45,43,5
2,Female,5,Canada,Mixed-Black/Asian,36,46,42,41,39,5
3,Male,2,Canada,Mixed-Black/Asian,40,43,45,42,44,6
0,Female,4,Canada,Mixed-Black/Asian,40,43,50,44,34,6
4,Female,0,UK,Mixed-Black/Asian,34,38,45,48,45,6
2,Female,0,Canada,Mixed-Black/Asian,45,38,35,40,40,6
0,Male,0,UK,Mixed-Black/Asian,23,52,49,44,44,5
2,Male,0,Canada,Mixed-Black/Asian,34,41,41,32,44,6
1,Male,2,Canada,Mixed-Black/Asian,39,39,48,40,48,5
1,Female,3,Australia,Mixed-Black/Asian,41,36,47,42,36,6
1,Female,2,Canada,Mixed-Black/Asian,34,42,37,50,53,5
2,Male,5,Canada,Mixed-Black/Asian,38,38,39,38,48,5
3,Male,0,USA,Mixed-Black/Asian,42,38,40,40,43,6
0,Female,4,UK,Mixed-Black/Asian,36,42,46,34,41,5
0,Female,4,Canada,Mixed-Black/Asian,33,43,45,38,32,6
2,Male,1,Canada,Mixed-Black/Asian,37,34,33,44,45,5
3,Male,5,USA,Mixed-Black/Asian,29,44,53,55,56,3
4,Female,0,Canada,Mixed-Black/Asian,20,43,38,43,45,4
0,Female,3,Canada,Mixed-Black/Asian,45,30,44,30,31,5
2,Female,0,Canada,Mixed-Black/Asian,42,39,45,47,29,5
1,Male,3,Canada,Mixed-Black/Asian,43,47,46,43,42,6
4,Female,5,Canada,Mixed-Black/Asian,45,40,50,30,46,4
3,Female,5,Canada,Mixed-Black/Asian,46,29,41,45,35,5
0,Male,5,Canada,Mixed-Black/Asian,33,41,41,53,49,3
1,Female,2,Canada,Mixed-Black/Asian,32,39,41,32,37,6
2,Male,2,Canada,Mixed-Black/Asian,20,54,43,52,51,5
1,Male,5,UK,Mixed-Black/Asian,45,40,52,29,38,4
0,Male,5,Canada,Mixed-Black/Asian,49,45,39,49,37,5
3,Male,4,Canada,Black,43,38,37,48,35,5
2,Male,5,Canada,Mixed-Black/Asian,47,38,46,47,46,5
3,Female,2,Canada,Mixed-Black/Asian,24,48,45,47,53,6
3,Male,5,Canada,Mixed-Black/Asian,26,42,45,37,43,6
3,Male,5,Australia,Asian,38,45,46,48,45,6
2,Female,0,Canada,Mixed-Black/Asian,43,45,52,35,34,5
1,Male,5,Canada,Mixed-Black/Asian,44,44,39,38,44,5
0,Male,0,Canada,Mixed-Black/Asian,48,36,41,38,34,5
2,Male,3,Canada,Mixed-Black/Asian,51,41,43,47,36,6
3,Male,4,UK,Mixed-Black/Asian,27,37,52,59,42,6
1,Male,2,Canada,Mixed-Black/Asian,20,35,39,40,54,5
0,Female,5,Canada,Mixed-Black/Asian,48,37,47,44,28,6
1,Male,2,Australia,Mixed-Black/Asian,25,47,47,39,41,0
0,Male,5,Canada,Mixed-Black/Asian,34,37,36,48,50,5
2,Male,2,Canada,Mixed-Black/Asian,28,48,47,36,49,5
0,Male,2,Canada,Mixed-Black/Asian,52,29,45,48,44,5
1,Male,2,Australia,Other,46,26,43,43,45,6
1,Male,0,Canada,Mixed-Black/Asian,42,43,43,43,50,6
3,Male,2,Canada,Mixed-Black/Asian,38,33,38,43,48,5
0,Male,5,Canada,Mixed-Black/Asian,34,38,48,42,44,4
1,Male,5,Canada,Mixed-Black/Asian,21,46,45,52,50,6
0,Male,5,Canada,Mixed-Black/Asian,31,39,42,49,41,3
3,Male,5,Canada,Mixed-Black/Asian,28,40,49,45,49,6
0,Male,5,Canada,Mixed-Black/Asian,46,41,41,45,45,3
2,Male,5,Canada,Mixed-Black/Asian,42,44,49,36,47,6
2,Male,2,Canada,Mixed-White/Asian,58,43,35,41,51,6
1,Male,2,Canada,Mixed-Black/Asian,44,42,42,31,40,6
3,Male,4,Canada,Mixed-Black/Asian,31,37,46,44,39,5
3,Male,2,Canada,Mixed-Black/Asian,39,34,47,47,36,5
0,Male,5,Canada,Mixed-Black/Asian,45,47,39,49,46,6
0,Female,5,Canada,Mixed-Black/Asian,53,44,54,37,38,6
2,Female,2,Canada,Mixed-Black/Asian,46,34,45,41,42,5
2,Male,0,Canada,Mixed-Black/Asian,32,45,45,37,56,5
2,Male,3,USA,Mixed-Black/Asian,38,47,38,31,39,6
0,Male,2,Canada,Mixed-Black/Asian,21,52,45,50,53,6
2,Female,3,Canada,Mixed-Black/Asian,48,31,34,36,37,6
4,Male,4,UK,Mixed-Black/Asian,27,46,49,39,39,6
2,Male,5,Canada,Mixed-Black/Asian,55,29,33,47,28,6
2,Female,0,Canada,Mixed-Black/Asian,20,45,35,40,49,5
1,Male,2,Canada,Mixed-White/Asian,44,42,47,47,48,6
1,Male,5,Canada,Mixed-Black/Asian,46,45,41,51,41,6
3,Male,2,Canada,Mixed-Black/Asian,46,39,48,50,51,6
0,Male,2,Canada,Mixed-Black/Asian,34,45,50,44,47,6
2,Male,4,Canada,Mixed-Black/Asian,25,40,38,43,27,6
0,Female,4,Canada,Mixed-Black/Asian,27,50,49,41,37,6
2,Male,3,Canada,Mixed-Black/Asian,39,48,56,41,48,6
0,Male,4,UK,Mixed-Black/Asian,42,40,42,46,39,6
1,Female,5,Canada,Mixed-Black/Asian,33,41,44,35,47,6
0,Female,3,Canada,Mixed-Black/Asian,43,36,54,36,40,5
0,Female,4,Canada,Mixed-Black/Asian,39,42,44,48,28,6
1,Male,0,Canada,Mixed-Black/Asian,31,50,49,49,43,6
4,Male,4,UK,Mixed-Black/Asian,24,39,48,37,45,6
2,Female,1,Canada,Mixed-Black/Asian,30,40,42,39,46,5
2,Male,5,Canada,Mixed-Black/Asian,40,37,44,32,52,6
2,Male,3,UK,Mixed-Black/Asian,14,46,47,46,54,6
1,Female,3,Australia,Other,35,46,46,47,46,5
2,Female,0,Canada,Mixed-Black/Asian,32,36,42,35,37,5
3,Female,3,Australia,Mixed-Black/Asian,39,41,43,34,45,4
0,Female,0,Canada,Mixed-Black/Asian,23,45,51,49,48,5
4,Male,3,New Zealand,Mixed-Black/Asian,32,37,44,38,46,5
3,Male,3,UK,Mixed-Black/Asian,36,41,42,46,44,6
0,Female,4,Canada,Mixed-Black/Asian,41,39,48,43,35,6
3,Male,2,Canada,Mixed-Black/Asian,43,36,42,54,43,6
0,Female,4,UK,Mixed-Black/Asian,46,47,51,44,34,5
0,Female,4,UK,Mixed-Black/Asian,41,28,38,29,46,5
0,Female,4,UK,Mixed-Black/Asian,54,33,51,39,34,3
1,Female,5,UK,Mixed-Black/Asian,29,34,43,33,43,5
2,Male,4,UK,Mixed-Black/Asian,40,42,48,49,45,4
4,Male,2,UK,Mixed-Black/Asian,15,47,57,51,34,6
0,Female,5,Canada,Mixed-Black/Asian,31,40,38,52,36,4
3,Female,4,UK,Mixed-Black/Asian,35,40,52,55,41,3
1,Female,5,Canada,Mixed-Black/Asian,21,48,54,44,49,6
4,Male,3,New Zealand,Mixed-Black/Asian,48,34,36,50,30,4
1,Female,4,Canada,Mixed-Black/Asian,27,46,52,44,37,6
1,Female,5,Canada,Mixed-Black/Asian,29,42,42,51,46,5
2,Female,5,Canada,Mixed-Black/Asian,25,41,45,41,39,6
1,Male,2,Canada,Mixed-Black/Asian,54,38,44,32,37,6
1,Male,1,UK,Mixed-Black/Asian,33,44,41,37,44,4
2,Male,2,Canada,Mixed-Black/Asian,37,39,43,48,40,2
3,Male,4,UK,Mixed-Black/Asian,46,41,45,39,34,6
3,Female,3,Republic of Ireland,Mixed-Black/Asian,27,48,44,39,47,5
1,Male,5,Canada,Mixed-Black/Asian,35,47,52,44,42,6
4,Female,2,Canada,Mixed-Black/Asian,29,33,51,37,46,5
0,Female,0,Canada,Mixed-Black/Asian,41,30,43,52,28,6
2,Female,2,Canada,Mixed-Black/Asian,27,44,45,34,44,6
2,Male,2,Canada,Mixed-Black/Asian,34,43,44,45,52,4
3,Male,2,Canada,Mixed-Black/Asian,32,40,43,41,31,6
2,Male,0,Canada,Mixed-Black/Asian,36,40,37,43,44,4
2,Male,3,Canada,Mixed-Black/Asian,32,36,42,37,44,6
2,Female,5,Canada,Mixed-Black/Asian,35,37,40,40,45,5
2,Female,0,Canada,Mixed-Black/Asian,21,33,35,54,46,6
1,Male,0,Canada,Mixed-Black/Asian,48,32,37,53,44,5
3,Male,0,Canada,Other,31,43,50,45,41,4
2,Male,0,Canada,Mixed-Black/Asian,41,38,56,45,49,6
0,Male,5,Canada,Mixed-Black/Asian,40,39,44,56,49,5
0,Male,5,Canada,Mixed-Black/Asian,48,37,37,37,47,6
1,Male,2,Canada,Mixed-Black/Asian,29,51,49,44,44,5
2,Male,0,Canada,Mixed-Black/Asian,48,41,46,36,37,5
2,Female,5,Canada,Mixed-Black/Asian,28,38,45,50,38,6
3,Male,5,Canada,Mixed-Black/Asian,29,42,43,46,42,6
2,Male,3,New Zealand,Mixed-Black/Asian,32,41,39,48,45,4
0,Male,5,Canada,Mixed-Black/Asian,33,36,36,42,52,6
1,Female,0,Canada,Mixed-Black/Asian,33,51,52,51,45,6
3,Female,5,Canada,Mixed-Black/Asian,34,35,49,44,41,5
2,Female,2,Canada,Mixed-Black/Asian,29,46,52,56,53,6
1,Male,2,Canada,Asian,26,44,44,51,50,6
1,Female,4,Canada,Mixed-Black/Asian,38,38,34,47,37,6
3,Female,5,Canada,Mixed-Black/Asian,36,38,44,38,39,6
0,Male,5,Canada,Mixed-Black/Asian,31,39,44,42,47,6
0,Female,4,UK,Mixed-Black/Asian,23,49,53,32,48,6
2,Male,2,UK,Mixed-Black/Asian,47,41,53,55,34,5
1,Male,5,Canada,Mixed-Black/Asian,34,45,37,43,54,5
3,Male,2,Canada,Mixed-Black/Asian,31,53,59,53,43,6
1,Female,2,Canada,Mixed-Black/Asian,42,43,49,47,34,0
0,Female,4,USA,Mixed-Black/Asian,46,48,54,39,34,6
0,Female,4,UK,Mixed-Black/Asian,29,44,46,44,42,6
2,Male,0,Canada,Mixed-Black/Asian,32,46,41,46,49,6
1,Female,2,Australia,Mixed-White/Asian,31,51,43,42,34,5
3,Female,4,New Zealand,Mixed-Black/Asian,48,36,48,35,33,5
3,Female,3,Canada,Mixed-Black/Asian,47,30,55,40,31,6
0,Female,2,Canada,Mixed-Black/Asian,42,41,49,41,38,6
1,Female,0,Republic of Ireland,Mixed-Black/Asian,28,49,57,37,39,5
1,Male,2,Canada,Asian,24,43,46,50,43,6
0,Male,5,Canada,Mixed-Black/Asian,33,32,41,42,51,6
1,Male,5,Canada,Mixed-Black/Asian,36,41,48,55,53,5
1,Male,0,Canada,Mixed-Black/Asian,48,31,44,34,31,4
0,Female,5,Canada,Mixed-Black/Asian,32,37,50,45,38,6
1,Male,0,Canada,Mixed-Black/Asian,47,37,47,45,40,6
0,Female,0,Canada,Mixed-Black/Asian,19,38,47,42,35,5
2,Female,4,Canada,Mixed-Black/Asian,45,35,54,41,44,6
3,Female,5,Canada,Mixed-Black/Asian,21,53,47,45,39,6
1,Female,4,Canada,Mixed-Black/Asian,30,46,49,41,41,6
0,Female,3,Canada,Mixed-Black/Asian,32,41,43,38,39,5
2,Female,3,Canada,Mixed-Black/Asian,31,45,46,39,43,6
0,Female,5,Canada,Mixed-Black/Asian,33,40,55,48,48,4
0,Male,4,Canada,Mixed-Black/Asian,48,47,49,47,48,5
0,Male,2,Canada,Black,44,35,42,39,34,6
2,Female,3,Canada,Mixed-Black/Asian,35,38,41,38,36,6
0,Female,3,Canada,Mixed-Black/Asian,38,40,34,42,44,6
1,Female,5,Canada,Mixed-Black/Asian,41,38,49,39,37,5
0,Female,4,Canada,Mixed-Black/Asian,56,24,44,43,26,6
0,Male,4,Canada,Mixed-Black/Asian,42,38,42,35,51,4
3,Female,0,Canada,Mixed-Black/Asian,38,34,45,43,26,4
2,Female,4,Canada,Mixed-Black/Asian,24,40,37,39,43,5
1,Female,2,Canada,Mixed-Black/Asian,49,27,49,45,46,4
2,Male,5,Canada,Mixed-Black/Asian,41,39,43,42,37,4
2,Male,3,Canada,Mixed-Black/Asian,45,35,54,35,30,6
1,Female,5,USA,Mixed-Black/Asian,32,41,51,40,36,6
0,Male,4,New Zealand,Mixed-Black/Asian,51,46,55,41,35,5
3,Male,1,USA,Mixed-Black/Asian,27,44,39,49,44,4
2,Female,4,UK,Mixed-Black/Asian,46,47,44,35,46,6
4,Male,2,Canada,Mixed-Black/Asian,44,35,43,43,41,4
4,Female,4,Canada,Mixed-Black/Asian,40,35,36,33,41,4
1,Male,5,Canada,Mixed-Black/Asian,34,39,39,44,45,5
3,Male,2,Canada,Mixed-Black/Asian,38,35,44,41,38,6
2,Female,2,Canada,Mixed-Black/Asian,25,38,47,46,46,6
2,Female,3,Canada,Mixed-Black/Asian,27,36,43,39,40,5
2,Male,2,Canada,Mixed-Black/Asian,34,37,46,51,53,5
4,Female,5,Canada,Mixed-Black/Asian,28,42,49,33,51,5
3,Male,5,New Zealand,Mixed-White/Asian,21,38,53,53,42,6
2,Female,5,UK,Mixed-Black/Asian,35,33,52,43,37,6
4,Female,4,Canada,Mixed-Black/Asian,34,32,41,45,34,4
2,Male,4,Australia,Mixed-Black/Asian,45,41,49,37,43,6
3,Female,1,Canada,Mixed-Black/Asian,26,47,49,48,49,5
2,Male,5,Canada,Mixed-Black/Asian,32,44,50,41,42,6
4,Female,5,Canada,Mixed-Black/Asian,23,45,45,37,41,5
2,Female,4,UK,Mixed-Black/Asian,28,38,42,39,44,1
0,Female,4,Canada,Mixed-Black/Asian,23,42,53,55,43,5
0,Male,5,Canada,Mixed-Black/Asian,34,33,36,40,44,5
1,Female,5,Canada,Mixed-Black/Asian,35,52,48,42,38,5
0,Female,4,Canada,Mixed-Black/Asian,40,36,43,48,49,6
0,Female,3,Canada,Mixed-Black/Asian,27,38,41,47,45,5
0,Female,5,Canada,Mixed-Black/Asian,45,41,50,39,32,6
0,Female,4,UK,Mixed-Black/Asian,30,39,40,50,45,4
1,Male,2,Canada,Mixed-Black/Asian,41,42,51,44,49,5
0,Female,5,UK,Mixed-Black/Asian,41,45,52,54,42,4
0,Female,3,Canada,Mixed-Black/Asian,43,47,49,36,40,6
0,Male,4,UK,Mixed-Black/Asian,42,43,53,54,44,4
0,Female,4,Canada,Mixed-Black/Asian,35,29,37,39,28,6
2,Female,5,UK,Mixed-Black/Asian,28,34,44,44,44,5
0,Female,0,Australia,Mixed-Black/Asian,35,31,41,39,40,4
4,Female,5,Canada,Mixed-Black/Asian,32,33,41,40,39,5
2,Female,4,Canada,Mixed-Black/Asian,48,45,52,42,49,6
2,Male,3,Canada,Mixed-Black/Asian,51,35,48,48,43,6
4,Female,3,Canada,Mixed-Black/Asian,35,38,46,39,39,5
1,Male,5,Canada,Mixed-Black/Asian,27,49,48,49,46,6
2,Male,4,Canada,Mixed-Black/Asian,47,36,51,48,39,6
1,Male,2,Canada,Mixed-Black/Asian,39,44,51,53,44,6
0,Female,3,Canada,Mixed-Black/Asian,56,33,51,35,38,5
1,Male,2,Canada,Other,39,44,42,44,41,6
0,Female,4,New Zealand,Mixed-Black/Asian,23,41,51,41,30,5
1,Male,0,USA,Mixed-Black/Asian,30,42,47,39,43,5
2,Male,5,Canada,Mixed-Black/Asian,43,40,39,43,42,6
0,Female,4,Canada,Mixed-Black/Asian,28,48,44,42,38,4
0,Male,5,Canada,Mixed-Black/Asian,48,44,51,42,42,5
2,Female,0,Canada,Mixed-White/Black,42,41,48,41,40,5
0,Female,4,Canada,Mixed-Black/Asian,43,47,55,33,28,5
1,Male,5,Canada,Mixed-Black/Asian,38,53,59,53,37,5
1,Female,5,Canada,Mixed-Black/Asian,31,27,26,33,33,6
1,Female,5,Canada,Mixed-Black/Asian,26,51,46,44,55,5
0,Male,0,Australia,Mixed-Black/Asian,48,41,55,51,46,6
1,Female,2,Australia,Mixed-Black/Asian,35,30,49,40,38,4
2,Female,4,Canada,Mixed-Black/Asian,24,41,50,51,37,5
3,Male,2,Canada,Mixed-Black/Asian,44,38,48,48,52,6
2,Male,5,Canada,Mixed-Black/Asian,42,41,41,37,35,4
1,Female,0,Canada,Mixed-Black/Asian,32,40,42,37,47,6
3,Female,4,Canada,Mixed-Black/Asian,27,41,46,47,30,6
1,Male,0,Canada,Mixed-Black/Asian,43,42,38,46,39,6
1,Male,2,Canada,Mixed-Black/Asian,35,43,49,45,45,6
2,Male,0,Canada,Mixed-Black/Asian,40,36,36,43,28,6
2,Male,0,Canada,Mixed-Black/Asian,21,46,39,53,54,6
2,Female,2,Canada,Mixed-Black/Asian,34,40,46,50,41,5
1,Male,3,Canada,Mixed-Black/Asian,17,49,33,50,50,6
1,Female,4,Australia,Mixed-Black/Asian,51,38,53,52,28,4
1,Male,2,Canada,Mixed-Black/Asian,40,47,42,51,45,5
1,Female,0,Canada,Mixed-Black/Asian,27,43,55,50,38,5
0,Female,4,UK,Mixed-Black/Asian,23,50,56,48,56,5
0,Male,2,Canada,Mixed-White/Black,42,42,42,44,47,5
0,Male,4,Republic of Ireland,Mixed-Black/Asian,56,37,45,48,25,5
0,Female,4,UK,Mixed-Black/Asian,40,44,46,42,40,5
0,Female,0,Canada,Mixed-Black/Asian,14,51,50,50,44,3
1,Female,5,New Zealand,Mixed-Black/Asian,36,33,40,40,37,6
0,Female,4,UK,Mixed-Black/Asian,52,42,38,40,23,6
1,Male,5,USA,Mixed-Black/Asian,24,45,55,50,43,5
0,Male,5,Canada,Mixed-Black/Asian,47,45,50,49,30,0
0,Female,0,Canada,Mixed-Black/Asian,40,33,53,47,34,3
0,Female,4,UK,Mixed-Black/Asian,42,41,58,48,42,5
0,Female,4,UK,Mixed-Black/Asian,46,34,48,56,37,5
1,Female,2,Other,Mixed-Black/Asian,44,35,47,38,40,6
0,Male,3,UK,Mixed-White/Asian,32,44,47,41,47,6
1,Female,5,USA,Mixed-Black/Asian,46,41,50,46,47,6
0,Female,4,UK,Mixed-Black/Asian,42,28,37,43,35,6
0,Male,2,Canada,Black,41,30,33,49,44,6
3,Female,5,Canada,Mixed-Black/Asian,48,30,43,39,28,5
3,Male,3,New Zealand,Mixed-Black/Asian,46,31,44,41,38,3
0,Female,0,Australia,Mixed-Black/Asian,25,37,50,45,42,5
0,Male,4,Australia,Mixed-Black/Asian,21,43,52,41,28,5
1,Female,4,UK,Mixed-Black/Asian,37,37,40,41,42,5
0,Female,4,UK,Mixed-White/Black,41,44,51,39,38,0
0,Female,4,New Zealand,Mixed-Black/Asian,54,40,58,40,37,6
3,Female,0,Canada,Mixed-Black/Asian,18,47,44,47,39,5
0,Male,3,UK,Mixed-Black/Asian,46,24,45,46,42,3
2,Female,3,UK,Mixed-Black/Asian,46,33,40,34,36,5
0,Female,4,UK,Mixed-White/Asian,47,31,48,43,33,3
0,Male,4,UK,Mixed-Black/Asian,44,37,52,46,38,5
0,Male,4,UK,Mixed-Black/Asian,33,43,52,43,49,5
0,Female,2,UK,Mixed-Black/Asian,49,34,52,43,44,5
0,Female,3,Australia,Mixed-Black/Asian,30,40,47,41,29,5
2,Female,3,Australia,Mixed-Black/Asian,44,36,47,38,43,3
0,Female,3,Canada,Mixed-Black/Asian,21,48,42,39,33,6
0,Female,4,Canada,Mixed-Black/Asian,19,41,51,44,47,5
0,Female,5,USA,Mixed-Black/Asian,34,37,52,39,36,6
0,Female,4,UK,Mixed-Black/Asian,42,39,50,32,41,5
0,Female,4,Australia,Mixed-Black/Asian,44,44,48,36,31,6
1,Female,4,Canada,Mixed-Black/Asian,36,53,44,39,42,6
1,Female,5,Canada,Mixed-Black/Asian,35,36,54,51,38,5
0,Female,4,UK,Mixed-Black/Asian,47,36,44,39,49,4
0,Female,4,UK,Mixed-Black/Asian,40,33,44,46,41,4
0,Male,5,Canada,Mixed-Black/Asian,30,45,49,47,50,6
1,Male,4,UK,Mixed-Black/Asian,37,47,51,41,47,6
2,Male,4,Canada,Mixed-Black/Asian,48,44,55,46,37,5
0,Female,4,New Zealand,Mixed-Black/Asian,25,41,46,46,54,6
1,Female,4,UK,Mixed-Black/Asian,41,37,45,47,34,5
0,Female,0,Republic of Ireland,Mixed-Black/Asian,31,42,47,38,37,6
3,Male,5,UK,Mixed-Black/Asian,37,33,39,48,40,5
1,Female,4,UK,Mixed-Black/Asian,41,32,43,49,42,4
0,Male,5,New Zealand,Mixed-Black/Asian,54,29,55,31,45,4
1,Female,4,UK,Mixed-Black/Asian,33,41,44,40,35,4
0,Female,0,USA,Mixed-Black/Asian,32,45,51,47,35,5
